id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
CPI-009968,O60716,P15153,CTND1_HUMAN,RAC2_HUMAN,"OmniPath,Wang",PMID: 
CPI-009969,P29350,O60716,PTN6_HUMAN,CTND1_HUMAN,"KEGG,OmniPath",
CPI-009970,O60716,P29350,CTND1_HUMAN,PTN6_HUMAN,"KEGG,OmniPath,Wang",
CPI-009971,P04626,O60716,ERBB2_HUMAN,CTND1_HUMAN,"OmniPath,Wang",
CPI-009972,O60716,P04626,CTND1_HUMAN,ERBB2_HUMAN,"OmniPath,Wang",
CPI-009973,O60716,P60763,CTND1_HUMAN,RAC3_HUMAN,"OmniPath,Wang",PMID: 
CPI-009974,Q02156,O60716,KPCE_HUMAN,CTND1_HUMAN,"OmniPath,Signor","PMID: 21251911,PMID: 23542175"
CPI-009975,O60716,P49768,CTND1_HUMAN,PSN1_HUMAN,"OmniPath,Wang",PMID: 
CPI-009976,P49768,O60716,PSN1_HUMAN,CTND1_HUMAN,"OmniPath,Wang",
CPI-009977,O60716,P52735,CTND1_HUMAN,VAV2_HUMAN,"OmniPath,Signor",PMID: 22946057
CPI-009978,O60716,Q15942,CTND1_HUMAN,ZYX_HUMAN,"OmniPath,Wang",PMID: 
CPI-009979,P46940,O60716,IQGA1_HUMAN,CTND1_HUMAN,"OmniPath,Wang",
CPI-009980,O60716,P46940,CTND1_HUMAN,IQGA1_HUMAN,"OmniPath,Wang",
CPI-009981,P40933,O60716,IL15_HUMAN,CTND1_HUMAN,"OmniPath,SignaLink3",PMID: 21903422
CPI-009982,O60716,P33151,CTND1_HUMAN,CADH5_HUMAN,"KEGG,OmniPath,Signor,Wang",PMID: 14610055
CPI-009983,O60716,Q12959,CTND1_HUMAN,DLG1_HUMAN,"OmniPath,Wang",PMID: 
CPI-009984,O60716,P35221,CTND1_HUMAN,CTNA1_HUMAN,"OmniPath,Wang",
CPI-009985,P55196,O60716,AFAD_HUMAN,CTND1_HUMAN,"KEGG,OmniPath,Wang",
CPI-009986,O60716,P55196,CTND1_HUMAN,AFAD_HUMAN,"KEGG,OmniPath,Wang",
CPI-009987,O60716,P16591,CTND1_HUMAN,FER_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-009988,P16591,O60716,FER_HUMAN,CTND1_HUMAN,"KEGG,OmniPath,Wang",
CPI-009989,O60716,P20827,CTND1_HUMAN,EFNA1_HUMAN,"OmniPath,Wang",PMID: 
CPI-009990,Q12913,O60716,PTPRJ_HUMAN,CTND1_HUMAN,"KEGG,OmniPath,Wang",
CPI-009991,O60716,Q12913,CTND1_HUMAN,PTPRJ_HUMAN,"KEGG,OmniPath,Wang",
CPI-009992,O60716,P14923,CTND1_HUMAN,PLAK_HUMAN,"OmniPath,Wang",
CPI-009993,O60716,P22223,CTND1_HUMAN,CADH3_HUMAN,"OmniPath,Signor",PMID: 14610055
CPI-009994,Q9H2G2,O60716,SLK_HUMAN,CTND1_HUMAN,"KEGG,OmniPath",
CPI-009995,O60716,Q9H2G2,CTND1_HUMAN,SLK_HUMAN,"KEGG,OmniPath",
CPI-009996,O60716,O60331,CTND1_HUMAN,PI51C_HUMAN,"OmniPath,Wang",PMID: 
CPI-009997,O60716,Q99755,CTND1_HUMAN,PI51A_HUMAN,"OmniPath,Wang",PMID: 
CPI-009998,P28827,O60716,PTPRM_HUMAN,CTND1_HUMAN,"KEGG,OmniPath,Wang",
CPI-009999,O60716,P28827,CTND1_HUMAN,PTPRM_HUMAN,"KEGG,OmniPath,Wang",
CPI-010000,Q06124,P45983,PTN11_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010001,P45983,Q06124,MK08_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010002,P01584,P45983,IL1B_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010003,P45983,P01584,MK08_HUMAN,IL1B_HUMAN,"OmniPath,Wang",
CPI-010004,P10415,P45983,BCL2_HUMAN,MK08_HUMAN,"OmniPath,SignaLink3",PMID: 15733859
CPI-010005,P45983,P10415,MK08_HUMAN,BCL2_HUMAN,"KEGG,OmniPath,SPIKE,SignaLink3,Signor,Wang","PMID: 10567572,PMID: 15733859,PMID: 18471544,PMID: 18570871,PMID: 19029119"
CPI-010006,P17252,P45983,KPCA_HUMAN,MK08_HUMAN,"KEGG,OmniPath",
CPI-010007,P45983,P17252,MK08_HUMAN,KPCA_HUMAN,"KEGG,OmniPath",
CPI-010008,P45983,P11831,MK08_HUMAN,SRF_HUMAN,"OmniPath,Wang",PMID: 
CPI-010009,P00519,P45983,ABL1_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010010,P45983,P00519,MK08_HUMAN,ABL1_HUMAN,"OmniPath,Wang",
CPI-010011,P27986,P45983,P85A_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010012,P45983,P27986,MK08_HUMAN,P85A_HUMAN,"OmniPath,Wang",
CPI-010013,P45983,O43521,MK08_HUMAN,B2L11_HUMAN,"CA1,OmniPath,SignaLink3,Signor,Wang","PMID: 12591950,PMID: 12818176,PMID: 18174237,PMID: 18498746"
CPI-010014,P29965,P45983,CD40L_HUMAN,MK08_HUMAN,"KEGG,OmniPath,Wang",
CPI-010015,P45983,P29965,MK08_HUMAN,CD40L_HUMAN,"KEGG,OmniPath,Wang",
CPI-010016,P37173,P45983,TGFR2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010017,P45983,P37173,MK08_HUMAN,TGFR2_HUMAN,"OmniPath,Wang",
CPI-010018,P45983,P10914,MK08_HUMAN,IRF1_HUMAN,"OmniPath,Wang",PMID: 
CPI-010019,Q05655,P45983,KPCD_HUMAN,MK08_HUMAN,"KEGG,OmniPath,Signor",PMID: 17183360
CPI-010020,P45983,Q05655,MK08_HUMAN,KPCD_HUMAN,"KEGG,OmniPath",
CPI-010021,Q05513,P45983,KPCZ_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010022,P45983,Q05513,MK08_HUMAN,KPCZ_HUMAN,"OmniPath,Wang",
CPI-010023,P60953,P45983,CDC42_HUMAN,MK08_HUMAN,"KEGG,OmniPath,Wang",
CPI-010024,P45983,P60953,MK08_HUMAN,CDC42_HUMAN,"KEGG,OmniPath,Wang",
CPI-010025,P42574,P45983,CASP3_HUMAN,MK08_HUMAN,"OmniPath,SignaLink3",PMID: 12821118
CPI-010026,P46109,P45983,CRKL_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010027,P45983,P46109,MK08_HUMAN,CRKL_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10592173,PMID: 16982329,PMID: 9710592"
CPI-010028,P45983,Q05516,MK08_HUMAN,ZBT16_HUMAN,"OmniPath,Wang",PMID: 
CPI-010029,P45983,Q14790,MK08_HUMAN,CASP8_HUMAN,"Adhesome,OmniPath",PMID: 15659383
CPI-010030,P45983,Q07869,MK08_HUMAN,PPARA_HUMAN,"OmniPath,Wang",PMID: 
CPI-010031,P15153,P45983,RAC2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010032,P45983,P15153,MK08_HUMAN,RAC2_HUMAN,"OmniPath,Wang",
CPI-010033,P45983,P13611,MK08_HUMAN,CSPG2_HUMAN,"OmniPath,Wang",PMID: 
CPI-010034,P46108,P45983,CRK_HUMAN,MK08_HUMAN,"OmniPath,SignaLink3,Wang",PMID: 11432831
CPI-010035,P45983,P46108,MK08_HUMAN,CRK_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 11432831,PMID: 16982329"
CPI-010036,Q9Y4K3,P45983,TRAF6_HUMAN,MK08_HUMAN,"KEGG,Macrophage,OmniPath,Wang","PMID: 15692051,PMID: 17947236,PMID: 17965022"
CPI-010037,P45983,Q9Y4K3,MK08_HUMAN,TRAF6_HUMAN,"KEGG,OmniPath,Wang",
CPI-010038,P45983,P22681,MK08_HUMAN,CBL_HUMAN,"Adhesome,OmniPath","PMID: 11944898,PMID: 16982329"
CPI-010039,P45983,P10276,MK08_HUMAN,RARA_HUMAN,"OmniPath,SignaLink3,Wang","PMID: ,PMID: 10383391"
CPI-010040,Q04759,P45983,KPCT_HUMAN,MK08_HUMAN,"KEGG,OmniPath,Wang",
CPI-010041,P45983,Q04759,MK08_HUMAN,KPCT_HUMAN,"KEGG,OmniPath,Wang",
CPI-010042,P45983,Q16539,MK08_HUMAN,MK14_HUMAN,"KEGG,OmniPath",PMID: 
CPI-010043,P45983,P67775,MK08_HUMAN,PP2AA_HUMAN,"Adhesome,OmniPath",PMID: 21958460
CPI-010044,P01375,P45983,TNFA_HUMAN,MK08_HUMAN,"KEGG,OmniPath,Wang",
CPI-010045,P45983,P01375,MK08_HUMAN,TNFA_HUMAN,"KEGG,OmniPath,Wang",
CPI-010046,P45983,P84022,MK08_HUMAN,SMAD3_HUMAN,"OmniPath,Signor,Wang",PMID: 10601313
CPI-010047,P31749,P45983,AKT1_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010048,P45983,P31749,MK08_HUMAN,AKT1_HUMAN,"OmniPath,Wang",
CPI-010049,Q13480,P45983,GAB1_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010050,P45983,Q13480,MK08_HUMAN,GAB1_HUMAN,"OmniPath,Wang",
CPI-010051,P04626,P45983,ERBB2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010052,P45983,P04626,MK08_HUMAN,ERBB2_HUMAN,"OmniPath,Wang",
CPI-010053,Q13164,P45983,MK07_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010054,P45983,Q13164,MK08_HUMAN,MK07_HUMAN,"OmniPath,Wang",
CPI-010055,P60763,P45983,RAC3_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010056,P45983,P60763,MK08_HUMAN,RAC3_HUMAN,"OmniPath,Wang",
CPI-010057,Q02156,P45983,KPCE_HUMAN,MK08_HUMAN,"KEGG,OmniPath",
CPI-010058,P45983,Q02156,MK08_HUMAN,KPCE_HUMAN,"KEGG,OmniPath",
CPI-010059,P45983,O15530,MK08_HUMAN,PDPK1_HUMAN,"Adhesome,OmniPath",PMID: 10357815
CPI-010060,P45983,Q92934,MK08_HUMAN,BAD_HUMAN,"KEGG,OmniPath,SPIKE,Signor,Wang","PMID: ,PMID: 14967141,PMID: 15526032,PMID: 15725726"
CPI-010061,Q02297,P45983,NRG1_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010062,P45983,Q02297,MK08_HUMAN,NRG1_HUMAN,"OmniPath,Wang",
CPI-010063,P15498,P45983,VAV_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010064,P45983,P15498,MK08_HUMAN,VAV_HUMAN,"OmniPath,Wang",
CPI-010065,P20936,P45983,RASA1_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010066,P45983,P20936,MK08_HUMAN,RASA1_HUMAN,"OmniPath,Wang",
CPI-010067,Q13418,P45983,ILK_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010068,P45983,Q13418,MK08_HUMAN,ILK_HUMAN,"OmniPath,Wang",
CPI-010069,P01589,P45983,IL2RA_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010070,P45983,P01589,MK08_HUMAN,IL2RA_HUMAN,"OmniPath,Wang",
CPI-010071,P45983,Q9Y6W6,MK08_HUMAN,DUS10_HUMAN,"KEGG,OmniPath,SignaLink3,Wang","PMID: 10391943,PMID: 10597297,PMID: 11283254,PMID: 16166642"
CPI-010072,Q9Y6W6,P45983,DUS10_HUMAN,MK08_HUMAN,"CA1,KEGG,OmniPath,SignaLink3,Signor,Wang","PMID: 10391943,PMID: 10597297,PMID: 11283254,PMID: 11790549,PMID: 16166642"
CPI-010073,P60568,P45983,IL2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010074,P45983,P60568,MK08_HUMAN,IL2_HUMAN,"OmniPath,Wang",
CPI-010075,P51452,P45983,DUS3_HUMAN,MK08_HUMAN,"KEGG,OmniPath,SignaLink3,Wang",PMID: 12204117
CPI-010076,P45983,P51452,MK08_HUMAN,DUS3_HUMAN,"KEGG,OmniPath,Wang",
CPI-010077,P45983,Q15654,MK08_HUMAN,TRIP6_HUMAN,"OmniPath,Wang",PMID: 
CPI-010078,P32248,P45983,CCR7_HUMAN,MK08_HUMAN,"KEGG,OmniPath",
CPI-010079,P45983,P32248,MK08_HUMAN,CCR7_HUMAN,"KEGG,OmniPath",
CPI-010080,P34741,P45983,SDC2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010081,P45983,P34741,MK08_HUMAN,SDC2_HUMAN,"OmniPath,Wang",
CPI-010082,P45983,Q9UPT6,MK08_HUMAN,JIP3_HUMAN,"Adhesome,KEGG,OmniPath,Signor,Wang","PMID: 10490659,PMID: 10523642,PMID: 10592173,PMID: 10629060,PMID: 11024282,PMID: 11749722,PMID: 12189133,PMID: 15767678"
CPI-010083,Q9UPT6,P45983,JIP3_HUMAN,MK08_HUMAN,"OmniPath,SignaLink3,Signor","PMID: 10523642,PMID: 10629060,PMID: 12189133,PMID: 15767678"
CPI-010084,P45983,P26038,MK08_HUMAN,MOES_HUMAN,"Adhesome,OmniPath",PMID: 15659383
CPI-010085,Q9UL54,P45983,TAOK2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010086,P45983,Q9UL54,MK08_HUMAN,TAOK2_HUMAN,"OmniPath,Wang",
CPI-010087,Q14289,P45983,FAK2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010088,P45983,Q14289,MK08_HUMAN,FAK2_HUMAN,"OmniPath,Wang",
CPI-010089,Q15389,P45983,ANGP1_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010090,P45983,Q15389,MK08_HUMAN,ANGP1_HUMAN,"OmniPath,Wang",
CPI-010091,P45983,Q9NPF7,MK08_HUMAN,IL23A_HUMAN,"KEGG,OmniPath",
CPI-010092,Q02763,P45983,TIE2_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010093,P45983,Q02763,MK08_HUMAN,TIE2_HUMAN,"OmniPath,Wang",
CPI-010094,Q8N4C8,P45983,MINK1_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010095,P45983,Q8N4C8,MK08_HUMAN,MINK1_HUMAN,"OmniPath,Wang",
CPI-010096,P45983,P54652,MK08_HUMAN,HSP72_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
CPI-010097,P54652,P45983,HSP72_HUMAN,MK08_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
CPI-010098,P45983,P29459,MK08_HUMAN,IL12A_HUMAN,"KEGG,OmniPath",
CPI-010099,Q15256,P45983,PTPRR_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010100,P45983,Q15256,MK08_HUMAN,PTPRR_HUMAN,"OmniPath,Wang",
CPI-010101,P51654,P45983,GPC3_HUMAN,MK08_HUMAN,"OmniPath,Wang",
CPI-010102,P45983,P51654,MK08_HUMAN,GPC3_HUMAN,"OmniPath,Wang",
CPI-010103,P45983,O43150,MK08_HUMAN,ASAP2_HUMAN,"OmniPath,Wang",PMID: 
CPI-010104,O95786,P29965,DDX58_HUMAN,CD40L_HUMAN,"KEGG,OmniPath",
CPI-010105,O95786,Q9H1Y0,DDX58_HUMAN,ATG5_HUMAN,"OmniPath,SignaLink3",PMID: 17709747
CPI-010106,Q9H1Y0,O95786,ATG5_HUMAN,DDX58_HUMAN,"OmniPath,SignaLink3",PMID: 17709747
CPI-010107,P01579,O95786,IFNG_HUMAN,DDX58_HUMAN,"OmniPath,Wang",
CPI-010108,O95786,Q13114,DDX58_HUMAN,TRAF3_HUMAN,"Macrophage,OmniPath","PMID: 16306936,PMID: 16858409,PMID: 17020950"
CPI-010109,Q13114,O95786,TRAF3_HUMAN,DDX58_HUMAN,"OmniPath,SignaLink3",PMID: 21844353
CPI-010110,O95786,Q14790,DDX58_HUMAN,CASP8_HUMAN,"OmniPath,SignaLink3",PMID: 21419663
CPI-010111,O95786,O00571,DDX58_HUMAN,DDX3X_HUMAN,"OmniPath,SignaLink3",PMID: 20127681
CPI-010112,P01308,Q9BX66,INS_HUMAN,SRBS1_HUMAN,"OmniPath,Wang",
CPI-010113,Q9BX66,P01308,SRBS1_HUMAN,INS_HUMAN,"OmniPath,Wang",
CPI-010114,Q9BX66,P00519,SRBS1_HUMAN,ABL1_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11374898,PMID: 18768933,PMID: 19891780"
CPI-010115,Q9BX66,P60709,SRBS1_HUMAN,ACTB_HUMAN,"Adhesome,OmniPath","PMID: 17082770,PMID: 19116150"
CPI-010116,Q9BX66,Q9Y490,SRBS1_HUMAN,TLN1_HUMAN,"OmniPath,Wang",
CPI-010117,Q9BX66,Q14790,SRBS1_HUMAN,CASP8_HUMAN,"Adhesome,OmniPath",PMID: 12765336
CPI-010118,Q9BX66,P46108,SRBS1_HUMAN,CRK_HUMAN,"OmniPath,Wang",
CPI-010119,Q9BX66,P22681,SRBS1_HUMAN,CBL_HUMAN,"Adhesome,OmniPath,Signor,Wang","PMID: 11001060,PMID: 12504111,PMID: 12765336,PMID: 15128873,PMID: 17548467,PMID: 9447983"
CPI-010120,Q9BX66,Q05397,SRBS1_HUMAN,FAK1_HUMAN,"Adhesome,OmniPath,Wang","PMID: 19116150,PMID: 9461600"
CPI-010121,Q9BX66,O60504,SRBS1_HUMAN,VINEX_HUMAN,"OmniPath,Wang",
CPI-010122,Q9BX66,P50570,SRBS1_HUMAN,DYN2_HUMAN,"Adhesome,OmniPath",PMID: 19116150
CPI-010123,Q9BX66,P18206,SRBS1_HUMAN,VINC_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10085297,PMID: 10592173,PMID: 12765336,PMID: 17082770,PMID: 19116150"
CPI-010124,Q9BX66,Q14289,SRBS1_HUMAN,FAK2_HUMAN,"Adhesome,OmniPath",PMID: 15128873
CPI-010125,Q9BX66,O15357,SRBS1_HUMAN,SHIP2_HUMAN,"Adhesome,OmniPath,Wang",PMID: 12504111
CPI-010126,Q9BX66,O43639,SRBS1_HUMAN,NCK2_HUMAN,"Adhesome,OmniPath,Wang",PMID: 11557983
CPI-010127,Q9BX66,P55196,SRBS1_HUMAN,AFAD_HUMAN,"KEGG,OmniPath,Wang",
CPI-010128,Q9BX66,O75955,SRBS1_HUMAN,FLOT1_HUMAN,"KEGG,OmniPath,Wang",
CPI-010129,Q9BX66,P18084,SRBS1_HUMAN,ITB5_HUMAN,"OmniPath,Wang",
CPI-010130,Q9BX66,P56199,SRBS1_HUMAN,ITA1_HUMAN,"OmniPath,Wang",
CPI-010131,Q9BX66,Q14254,SRBS1_HUMAN,FLOT2_HUMAN,"OmniPath,Wang",
CPI-010132,P35749,Q9BX66,MYH11_HUMAN,SRBS1_HUMAN,"OmniPath,Wang",
CPI-010133,Q06124,P51692,PTN11_HUMAN,STA5B_HUMAN,"OmniPath,Wang",PMID: 
CPI-010134,P17252,Q06124,KPCA_HUMAN,PTN11_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11781100,PMID: 16055440"
CPI-010135,Q06124,P17252,PTN11_HUMAN,KPCA_HUMAN,"Adhesome,OmniPath,Signor,Wang","PMID: 11781100,PMID: 16055440"
CPI-010136,P00519,Q06124,ABL1_HUMAN,PTN11_HUMAN,"OmniPath,SPIKE","PMID: 20841568,PMID: 8195176"
CPI-010137,Q06124,P27986,PTN11_HUMAN,P85A_HUMAN,"OmniPath,SignaLink3,Wang","PMID: ,PMID: 15790353,PMID: 16107703,PMID: 17722974,PMID: 22315502,PMID: 8080844"
CPI-010138,Q06124,P29323,PTN11_HUMAN,EPHB2_HUMAN,"KEGG,OmniPath",
CPI-010139,P01730,Q06124,CD4_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010140,Q06124,P01730,PTN11_HUMAN,CD4_HUMAN,"OmniPath,Wang",
CPI-010141,Q06124,P01579,PTN11_HUMAN,IFNG_HUMAN,"OmniPath,Wang",PMID: 
CPI-010142,Q05655,Q06124,KPCD_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010143,Q06124,Q05655,PTN11_HUMAN,KPCD_HUMAN,"OmniPath,Wang",
CPI-010144,Q06124,Q05513,PTN11_HUMAN,KPCZ_HUMAN,"OmniPath,Wang",PMID: 
CPI-010145,Q06124,P48061,PTN11_HUMAN,SDF1_HUMAN,"OmniPath,Wang",
CPI-010146,Q06124,P46109,PTN11_HUMAN,CRKL_HUMAN,"Adhesome,OmniPath,Wang",PMID: 9344843
CPI-010147,Q06124,Q9NRY4,PTN11_HUMAN,RHG35_HUMAN,"OmniPath,Wang",PMID: 
CPI-010148,Q15116,Q06124,PDCD1_HUMAN,PTN11_HUMAN,"OmniPath,SignaLink3","PMID: 11160222,PMID: 15240681,PMID: 15358536"
CPI-010149,Q06124,P46108,PTN11_HUMAN,CRK_HUMAN,"Adhesome,OmniPath,Wang","PMID: 19380743,PMID: 9344843"
CPI-010150,Q15139,Q06124,KPCD1_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010151,Q06124,Q15139,PTN11_HUMAN,KPCD1_HUMAN,"OmniPath,Wang",
CPI-010152,Q06124,P22681,PTN11_HUMAN,CBL_HUMAN,"Adhesome,OmniPath","PMID: 11157475,PMID: 17330819,PMID: 18519587"
CPI-010153,Q04759,Q06124,KPCT_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010154,Q06124,Q04759,PTN11_HUMAN,KPCT_HUMAN,"OmniPath,Wang",
CPI-010155,Q05397,Q06124,FAK1_HUMAN,PTN11_HUMAN,"Adhesome,OmniPath","PMID: 10082579,PMID: 10655584,PMID: 19698715,PMID: 21726809,PMID: 7589239,PMID: 8986614"
CPI-010156,Q06124,Q05397,PTN11_HUMAN,FAK1_HUMAN,"Adhesome,OmniPath,Signor,Wang","PMID: 10082579,PMID: 10655584,PMID: 16920701,PMID: 19698715,PMID: 21726809,PMID: 7589239,PMID: 8986614"
CPI-010157,Q06124,P15976,PTN11_HUMAN,GATA1_HUMAN,"KEGG,OmniPath",PMID: 
CPI-010158,Q06124,P29350,PTN11_HUMAN,PTN6_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11812650,PMID: 8541543"
CPI-010159,Q06124,P31749,PTN11_HUMAN,AKT1_HUMAN,"OmniPath,Wang",PMID: 
CPI-010160,P33681,Q06124,CD80_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010161,Q06124,P33681,PTN11_HUMAN,CD80_HUMAN,"OmniPath,Wang",
CPI-010162,Q06124,Q13480,PTN11_HUMAN,GAB1_HUMAN,"Adhesome,CA1,KEGG,OmniPath,SignaLink3,Signor,Wang","PMID: 10068651,PMID: 10194437,PMID: 10592173,PMID: 11027663,PMID: 11278704,PMID: 11323411,PMID: 11453982,PMID: 11779868,PMID: 11940581,PMID: 12855672,PMID: 14665621,PMID: 14701753,PMID: 15574420,PMID: 18577518,PMID: 20308328,PMID: 9658397,PMID: 9804835"
CPI-010163,Q13480,Q06124,GAB1_HUMAN,PTN11_HUMAN,"Adhesome,KEGG,OmniPath,SignaLink3","PMID: 10068651,PMID: 10194437,PMID: 10592173,PMID: 11027663,PMID: 11278704,PMID: 11323411,PMID: 11453982,PMID: 11779868,PMID: 11940581,PMID: 12855672,PMID: 14665621,PMID: 14701753,PMID: 15574420,PMID: 18577518,PMID: 20308328,PMID: 9658397,PMID: 9804835"
CPI-010164,Q06124,Q14451,PTN11_HUMAN,GRB7_HUMAN,"Adhesome,OmniPath",PMID: 8622870
CPI-010165,P04626,Q06124,ERBB2_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010166,Q06124,P04626,PTN11_HUMAN,ERBB2_HUMAN,"OmniPath,Wang",PMID: 
CPI-010167,Q02156,Q06124,KPCE_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010168,Q06124,Q02156,PTN11_HUMAN,KPCE_HUMAN,"OmniPath,Wang",
CPI-010169,Q06124,Q8IZP0,PTN11_HUMAN,ABI1_HUMAN,"Adhesome,OmniPath",PMID: 20598684
CPI-010170,O60674,Q06124,JAK2_HUMAN,PTN11_HUMAN,"KEGG,OmniPath,SignaLink3,Wang","PMID: 14522994,PMID: 7559603,PMID: 8639815,PMID: 8912646,PMID: 8995399"
CPI-010171,Q06124,O60674,PTN11_HUMAN,JAK2_HUMAN,"KEGG,OmniPath,SignaLink3,Signor,Wang","PMID: 14522994,PMID: 7559603,PMID: 8639815,PMID: 8912646,PMID: 8995399"
CPI-010172,Q02297,Q06124,NRG1_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010173,Q06124,Q02297,PTN11_HUMAN,NRG1_HUMAN,"OmniPath,Wang",PMID: 
CPI-010174,P15498,Q06124,VAV_HUMAN,PTN11_HUMAN,"Adhesome,OmniPath",PMID: 10592173
CPI-010175,Q06124,P15498,PTN11_HUMAN,VAV_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
CPI-010176,Q7Z6A9,Q06124,BTLA_HUMAN,PTN11_HUMAN,"OmniPath,SignaLink3",PMID: 12796776
CPI-010177,P43626,Q06124,KI2L1_HUMAN,PTN11_HUMAN,"KEGG,OmniPath,Wang",
CPI-010178,Q06124,P43626,PTN11_HUMAN,KI2L1_HUMAN,"KEGG,OmniPath,Wang",
CPI-010179,O15389,Q06124,SIGL5_HUMAN,PTN11_HUMAN,"OmniPath,SignaLink3",PMID: 19596804
CPI-010180,P78324,Q06124,SHPS1_HUMAN,PTN11_HUMAN,"Adhesome,OmniPath,SignaLink3","PMID: 11036942,PMID: 11779860,PMID: 18233962,PMID: 18471880,PMID: 9062191"
CPI-010181,Q06124,P78324,PTN11_HUMAN,SHPS1_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11036942,PMID: 18233962,PMID: 18471880,PMID: 9062191"
CPI-010182,Q96LC7,Q06124,SIG10_HUMAN,PTN11_HUMAN,"OmniPath,SignaLink3",PMID: 11328818
CPI-010183,Q06124,P01589,PTN11_HUMAN,IL2RA_HUMAN,"OmniPath,Wang",
CPI-010184,Q06124,P16234,PTN11_HUMAN,PGFRA_HUMAN,"OmniPath,Wang",
CPI-010185,P16410,Q06124,CTLA4_HUMAN,PTN11_HUMAN,"OmniPath,SignaLink3","PMID: 11905831,PMID: 15790353,PMID: 16107703"
CPI-010186,Q06124,P16410,PTN11_HUMAN,CTLA4_HUMAN,"OmniPath,Wang",
CPI-010187,Q06124,P60568,PTN11_HUMAN,IL2_HUMAN,"OmniPath,Wang",
CPI-010188,Q06124,Q9NWQ8,PTN11_HUMAN,PHAG1_HUMAN,"OmniPath,Wang",PMID: 
CPI-010189,P52735,Q06124,VAV2_HUMAN,PTN11_HUMAN,"Adhesome,OmniPath",PMID: 10592173
CPI-010190,Q06124,P52735,PTN11_HUMAN,VAV2_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
CPI-010191,Q06124,P34741,PTN11_HUMAN,SDC2_HUMAN,"OmniPath,Wang",
CPI-010192,Q06124,P43405,PTN11_HUMAN,KSYK_HUMAN,"Adhesome,KEGG,OmniPath",PMID: 10942405
CPI-010193,P48736,Q06124,PK3CG_HUMAN,PTN11_HUMAN,"OmniPath,Wang",
CPI-010194,Q06124,P48736,PTN11_HUMAN,PK3CG_HUMAN,"OmniPath,Wang",PMID: 
CPI-010195,P16581,Q06124,LYAM2_HUMAN,PTN11_HUMAN,"OmniPath,SignaLink3",PMID: 11602579
CPI-010196,Q06124,P16581,PTN11_HUMAN,LYAM2_HUMAN,"OmniPath,SignaLink3",PMID: 11602579
