uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description
P52823,STC1_HUMAN,False,False,True,,,False,,False,,,,,
P41220,RGS2_HUMAN,False,False,False,,,False,,False,,,,,
P04070,PROC_HUMAN,False,False,True,,,False,,False,,,,,
Q9Y698,CCG2_HUMAN,True,True,False,,,True,,False,,,,,
Q9H2G2,SLK_HUMAN,False,False,False,,,False,,False,,,,,
P42081,CD86_HUMAN,True,True,False,,,True,,False,,,,,
O60266,ADCY3_HUMAN,True,True,False,,,False,,False,,,,,
P05164,PERM_HUMAN,False,True,False,,,False,,False,,,,,
P40189,IL6RB_HUMAN,True,True,True,,,True,,False,,,,,
O95977,S1PR4_HUMAN,True,True,False,,,True,,False,,,,,
P56817,BACE1_HUMAN,True,True,False,,,False,,False,,,,,
Q13162,PRDX4_HUMAN,False,False,True,,,False,,False,,,,,
Q9UHF4,I20RA_HUMAN,True,True,False,,,True,,False,,,,,
P07741,APT_HUMAN,False,False,False,,,False,,False,,,,,
P48169,GBRA4_HUMAN,True,True,False,,,False,,False,,,,,
P49841,GSK3B_HUMAN,False,False,False,,,False,,False,,,,,
Q9Y6W8,ICOS_HUMAN,True,True,True,,,True,,False,,,,,
Q15109,RAGE_HUMAN,True,True,True,,,True,,False,,,,,
O14735,CDIPT_HUMAN,True,False,False,,,False,,False,,,,,
P14138,EDN3_HUMAN,True,False,True,,,False,,False,,,,,
P39900,MMP12_HUMAN,False,False,True,,,False,,False,,,,,
P14923,PLAK_HUMAN,False,False,False,,,False,,False,,,,,
P51654,GPC3_HUMAN,True,True,False,,,False,,False,,,,,
P41217,OX2G_HUMAN,True,True,False,,,False,,False,,,,,
O75581,LRP6_HUMAN,True,True,False,,,True,,False,,,,,
P27797,CALR_HUMAN,False,True,True,,,False,,False,,,,,
P16870,CBPE_HUMAN,False,False,True,,,False,,False,,,,,
P12277,KCRB_HUMAN,False,False,False,,,False,,False,,,,,
O95622,ADCY5_HUMAN,True,True,False,,,False,,False,,,,,
P49810,PSN2_HUMAN,True,True,False,,,False,,False,,,,,
Q8N6C8,LIRA3_HUMAN,False,True,False,,,True,,False,,,,,
P0DML3,CSH2_HUMAN,False,False,True,,,False,,False,,,,,
P05156,CFAI_HUMAN,False,False,True,,,False,,False,,,,,
Q9NZN5,ARHGC_HUMAN,False,False,False,,,False,,False,,,,,
Q96JQ0,PCD16_HUMAN,False,True,False,,,True,,False,,,,,
O75899,GABR2_HUMAN,True,True,False,,,True,,False,,,,,
Q9UKU9,ANGL2_HUMAN,False,True,True,,,False,,False,,,,,
P52803,EFNA5_HUMAN,True,True,False,,,True,,False,,,,,
Q16513,PKN2_HUMAN,False,False,False,,,False,,False,,,,,
P10144,GRAB_HUMAN,False,False,True,,,False,,False,,,,,
P37198,NUP62_HUMAN,False,False,True,,,False,,False,,,,,
P28335,5HT2C_HUMAN,True,True,False,,,True,,False,,,,,
P11802,CDK4_HUMAN,False,False,False,,,False,,False,,,,,
O95972,BMP15_HUMAN,False,False,True,,,False,,False,,,,,
Q96P20,NLRP3_HUMAN,False,False,False,,,False,,False,,,,,
P28300,LYOX_HUMAN,False,True,True,,,False,,False,,,,,
Q9HB29,ILRL2_HUMAN,True,True,False,,,True,,False,,,,,
P19971,TYPH_HUMAN,False,False,False,,,False,,False,,,,,
P13639,EF2_HUMAN,False,False,False,,,False,,False,,,,,
A7KAX9,RHG32_HUMAN,True,False,False,,,False,,False,,,,,
Q9BZM1,PG12A_HUMAN,False,False,True,,,False,,False,,,,,
P18031,PTN1_HUMAN,True,False,False,,,False,,False,,,,,
P26715,NKG2A_HUMAN,True,True,False,,,True,,False,,,,,
Q02846,GUC2D_HUMAN,False,True,False,,,True,,False,,,,,
P01024,CO3_HUMAN,False,True,True,,,True,,False,,,,,
P07384,CAN1_HUMAN,True,False,False,,,False,,False,,,,,
P09544,WNT2_HUMAN,False,True,True,,,True,,False,,,,,
P47989,XDH_HUMAN,False,False,False,,,False,,False,,,,,
Q9GZX6,IL22_HUMAN,False,False,True,,,False,,False,,,,,
P13010,XRCC5_HUMAN,False,False,False,,,False,,False,,,,,
P12644,BMP4_HUMAN,False,False,True,,,False,,False,,,,,
Q9GIY3,2B1E_HUMAN,True,True,False,,,True,,False,,,,,
P62937,PPIA_HUMAN,False,False,False,,,False,,False,,,,,
P05155,IC1_HUMAN,False,True,True,,,False,,False,,,,,
Q15654,TRIP6_HUMAN,True,False,False,,,False,,False,,,,,
P30462,1B14_HUMAN,True,True,False,,,True,,False,,,,,
O75473,LGR5_HUMAN,True,True,False,,,True,,False,,,,,
O15084,ANR28_HUMAN,False,False,False,,,False,,False,,,,,
Q13393,PLD1_HUMAN,False,False,False,,,False,,False,,,,,
P14384,CBPM_HUMAN,False,True,True,,,False,,False,,,,,
Q6UY11,DLK2_HUMAN,False,True,False,,,True,,False,,,,,
P21730,C5AR1_HUMAN,True,True,False,,,True,,False,,,,,
P78509,RELN_HUMAN,True,False,True,,,False,,False,,,,,
O95136,S1PR2_HUMAN,True,True,False,,,True,,False,,,,,
Q15052,ARHG6_HUMAN,False,False,False,,,False,,False,,,,,
Q5S007,LRRK2_HUMAN,False,False,False,,,False,,False,,,,,
P52179,MYOM1_HUMAN,False,False,False,,,False,,False,,,,,
Q12884,SEPR_HUMAN,True,True,False,,,True,,False,,,,,
P63172,DYLT1_HUMAN,False,False,False,,,False,,False,,,,,
P48426,PI42A_HUMAN,False,False,True,,,False,,False,,,,,
P10809,CH60_HUMAN,False,True,False,,,False,,False,,,,,
Q9H0C8,ILKAP_HUMAN,False,False,False,,,False,,False,,,,,
O94856,NFASC_HUMAN,True,True,False,,,False,,False,,,,,
P00746,CFAD_HUMAN,False,False,True,,,False,,False,,,,,
P07437,TBB5_HUMAN,False,True,False,,,False,,False,,,,,
Q9C0H9,SRCN1_HUMAN,False,False,True,,,False,,False,,,,,
Q9NRF2,SH2B1_HUMAN,False,False,False,,,False,,False,,,,,
Q16623,STX1A_HUMAN,True,False,False,,,False,,False,,,,,
Q8WUM4,PDC6I_HUMAN,False,False,False,,,False,,False,,,,,
Q9Y3Q7,ADA18_HUMAN,True,True,True,,,False,,False,,,,,
P33527,MRP1_HUMAN,True,True,False,,,False,,False,,,,,
P24666,PPAC_HUMAN,True,False,True,,,False,,False,,,,,
P55210,CASP7_HUMAN,False,True,False,,,False,,False,,,,,
P07737,PROF1_HUMAN,False,True,False,,,False,,False,,,,,
Q8NFJ6,PKR2_HUMAN,True,True,False,,,True,,False,,,,,
P12034,FGF5_HUMAN,False,False,True,,,False,,False,,,,,
P10721,KIT_HUMAN,True,True,False,,,True,,False,,,,,
Q8IVG9,HUNIN_HUMAN,False,False,False,,,False,,False,,,,,
P78536,ADA17_HUMAN,True,True,True,,,True,,False,,,,,
Q04826,1B40_HUMAN,True,True,False,,,True,,False,,,,,
P17643,TYRP1_HUMAN,True,True,False,,,False,,False,,,,,
P01270,PTHY_HUMAN,False,False,True,,,False,,False,,,,,
P05019,IGF1_HUMAN,True,False,True,,,False,,False,,,,,
Q7Z2Z2,EFL1_HUMAN,True,False,True,,,False,,False,,,,,
Q99217,AMELX_HUMAN,False,True,True,,,True,,False,,,,,
O75962,TRIO_HUMAN,False,False,True,,,False,,False,,,,,
P08887,IL6RA_HUMAN,True,True,True,,,True,,False,,,,,
Q8WX93,PALLD_HUMAN,False,False,False,,,False,,False,,,,,
P04222,1C03_HUMAN,True,True,False,,,True,,False,,,,,
P36896,ACV1B_HUMAN,True,True,False,,,True,,False,,,,,
P12272,PTHR_HUMAN,False,False,True,,,False,,False,,,,,
O00254,PAR3_HUMAN,True,True,False,,,True,,False,,,,,
P98155,VLDLR_HUMAN,True,True,False,,,True,,False,,,,,
P15391,CD19_HUMAN,True,True,False,,,True,,False,,,,,
P68366,TBA4A_HUMAN,False,True,False,,,False,,False,,,,,
O95389,CCN6_HUMAN,True,False,True,,,False,,False,,,,,
O95484,CLD9_HUMAN,False,True,False,,,False,,False,,,,,
Q96HC4,PDLI5_HUMAN,False,False,False,,,False,,False,,,,,
O75445,USH2A_HUMAN,False,True,False,,,False,,False,,,,,
Q01650,LAT1_HUMAN,False,True,False,,,False,,False,,,,,
Q92692,NECT2_HUMAN,True,True,False,,,True,,False,,,,,
P17948,VGFR1_HUMAN,True,True,True,,,True,,False,,,,,
P17612,KAPCA_HUMAN,False,False,False,,,False,,False,,,,,
P05107,ITB2_HUMAN,True,True,False,,,True,,True,,,,,
P80370,DLK1_HUMAN,True,True,False,,,False,,False,,,,,
P14867,GBRA1_HUMAN,True,True,False,,,False,,False,,,,,
Q96RQ9,OXLA_HUMAN,True,False,True,,,False,,False,,,,,
P13725,ONCM_HUMAN,False,False,True,,,False,,False,,,,,
Q9Y6D9,MD1L1_HUMAN,False,False,False,,,False,,False,,,,,
P32322,P5CR1_HUMAN,False,False,True,,,False,,False,,,,,
O76074,PDE5A_HUMAN,False,False,False,,,False,,False,,,,,
Q9Y6C5,PTC2_HUMAN,True,True,False,,,True,,False,,,,,
P07306,ASGR1_HUMAN,True,True,True,,,True,,False,,,,,
P13942,COBA2_HUMAN,False,False,True,,,False,,False,,,,,
P18206,VINC_HUMAN,False,False,False,,,False,,False,,,,,
P49768,PSN1_HUMAN,True,True,False,,,True,,False,,,,,
Q9BZM2,PA2GF_HUMAN,True,False,False,,,False,,False,,,,,
Q9Y566,SHAN1_HUMAN,True,False,False,,,False,,False,,,,,
Q15116,PDCD1_HUMAN,True,True,False,,,True,,False,,,,,
Q99490,AGAP2_HUMAN,False,False,False,,,False,,False,,,,,
Q12866,MERTK_HUMAN,True,True,False,,,True,,False,,,,,
Q13634,CAD18_HUMAN,False,True,False,,,False,,False,,,,,
P21554,CNR1_HUMAN,True,True,False,,,True,,False,,,,,
P36383,CXG1_HUMAN,True,False,False,,,False,,False,,,,,
Q9HCN6,GPVI_HUMAN,True,True,False,,,True,,False,,,,,
Q9NSD7,RL3R1_HUMAN,True,True,False,,,True,,False,,,,,
Q13444,ADA15_HUMAN,True,True,False,,,True,,False,,,,,
P30518,V2R_HUMAN,True,True,False,,,True,,False,,,,,
P07948,LYN_HUMAN,False,False,False,,,False,,False,,,,,
Q9NR09,BIRC6_HUMAN,True,True,False,,,False,,False,,,,,
Q96CG8,CTHR1_HUMAN,False,False,False,,,False,,False,,,,,
O60500,NPHN_HUMAN,True,True,False,,,False,,False,,,,,
P43628,KI2L3_HUMAN,True,True,False,,,True,,False,,,,,
P15848,ARSB_HUMAN,False,True,True,,,False,,False,,,,,
Q9UBH6,XPR1_HUMAN,True,True,False,,,True,,False,,,,,
P01892,1A02_HUMAN,True,True,False,,,True,,False,,,,,
P0DP24,CALM2_HUMAN,False,False,False,,,False,,False,,,,,
P00748,FA12_HUMAN,False,False,True,,,False,,False,,,,,
Q15722,LT4R1_HUMAN,True,True,False,,,True,,False,,,,,
Q8WXF3,REL3_HUMAN,False,False,True,,,False,,False,,,,,
P08912,ACM5_HUMAN,True,True,False,,,True,,False,,,,,
P10319,1B58_HUMAN,True,True,False,,,True,,False,,,,,
Q04759,KPCT_HUMAN,False,False,False,,,False,,False,,,,,
P30480,1B42_HUMAN,True,True,False,,,True,,False,,,,,
P17931,LEG3_HUMAN,False,True,False,,,True,,False,,,,,
P13987,CD59_HUMAN,False,True,True,,,True,,False,,,,,
Q6IA17,SIGIR_HUMAN,True,True,False,,,True,,False,,,,,
P29350,PTN6_HUMAN,True,False,False,,,False,,False,,,,,
Q9NZN1,IRPL1_HUMAN,True,True,False,,,True,,False,,,,,
P51575,P2RX1_HUMAN,True,True,False,,,True,,False,,,,,
Q02763,TIE2_HUMAN,True,True,True,,,True,,False,,,,,
P51532,SMCA4_HUMAN,False,False,False,,,False,,False,,,,,
P21810,PGS1_HUMAN,False,True,True,,,False,,False,,,,,
Q15165,PON2_HUMAN,False,True,True,,,False,,False,,,,,
Q9HBX9,RXFP1_HUMAN,True,True,False,,,True,,False,,,,,
P39019,RS19_HUMAN,False,False,False,,,False,,False,,,,,
P09341,GROA_HUMAN,False,False,True,,,False,,False,,,,,
P55957,BID_HUMAN,True,False,False,,,False,,False,,,,,
Q93097,WNT2B_HUMAN,True,False,True,,,False,,False,,,,,
O00292,LFTY2_HUMAN,False,False,True,,,False,,False,,,,,
Q14739,LBR_HUMAN,True,False,True,,,False,,False,,,,,
Q86YW7,GPHB5_HUMAN,False,False,False,,,False,,False,,,,,
Q14833,GRM4_HUMAN,True,True,False,,,True,,False,,,,,
P22466,GALA_HUMAN,True,False,True,,,False,,False,,,,,
P26038,MOES_HUMAN,True,True,False,,,True,,False,,,,,
P23634,AT2B4_HUMAN,True,True,False,,,False,,False,,,,,
Q92845,KIFA3_HUMAN,False,False,False,,,False,,False,,,,,
Q05513,KPCZ_HUMAN,False,False,False,,,False,,False,,,,,
Q9H1Y0,ATG5_HUMAN,False,False,True,,,False,,False,,,,,
P18433,PTPRA_HUMAN,True,True,False,,,True,,False,,,,,
P06881,CALCA_HUMAN,False,False,True,,,False,,False,,,,,
P32248,CCR7_HUMAN,True,True,False,,,True,,False,,,,,
Q13651,I10R1_HUMAN,True,True,False,,,True,,False,,,,,
P43146,DCC_HUMAN,True,True,True,,,True,,False,,,,,
P36404,ARL2_HUMAN,False,False,False,,,False,,False,,,,,
P10323,ACRO_HUMAN,False,False,False,,,False,,False,,,,,
Q02643,GHRHR_HUMAN,True,True,False,,,True,,False,,,,,
Q96FE5,LIGO1_HUMAN,True,True,False,,,True,,False,,,,,
P30484,1B46_HUMAN,True,True,False,,,True,,False,,,,,
Q8N4C8,MINK1_HUMAN,True,False,False,,,False,,False,,,,,
O14713,ITBP1_HUMAN,False,True,False,,,True,,False,,,,,
O75365,TP4A3_HUMAN,False,False,False,,,False,,False,,,,,
O95251,KAT7_HUMAN,False,False,True,,,False,,False,,,,,
Q9TNN7,1C05_HUMAN,True,True,False,,,True,,False,,,,,
P04201,MAS_HUMAN,True,True,False,,,True,,False,,,,,
P30510,1C14_HUMAN,True,True,False,,,True,,False,,,,,
Q08830,FGL1_HUMAN,False,False,True,,,False,,False,,,,,
P06702,S10A9_HUMAN,False,False,True,,,False,,False,,,,,
Q16651,PRSS8_HUMAN,True,True,False,,,False,,False,,,,,
P42261,GRIA1_HUMAN,True,True,False,,,True,,False,,,,,
Q99731,CCL19_HUMAN,False,False,True,,,False,,False,,,,,
Q96RP3,UCN2_HUMAN,False,False,True,,,False,,False,,,,,
P81172,HEPC_HUMAN,False,False,True,,,False,,False,,,,,
P02745,C1QA_HUMAN,False,False,True,,,False,,False,,,,,
O15496,PA2GX_HUMAN,False,False,True,,,False,,False,,,,,
P08709,FA7_HUMAN,False,False,True,,,False,,False,,,,,
P55317,FOXA1_HUMAN,False,False,False,,,False,,False,,,,,
O43150,ASAP2_HUMAN,False,False,False,,,False,,False,,,,,
P42574,CASP3_HUMAN,False,False,False,,,False,,False,,,,,
Q99527,GPER1_HUMAN,True,True,False,,,True,,False,,,,,
Q92819,HYAS2_HUMAN,True,False,False,,,False,,False,,,,,
Q9Y4K3,TRAF6_HUMAN,False,False,False,,,False,,False,,,,,
Q16602,CALRL_HUMAN,True,True,False,,,True,,False,,,,,
P43405,KSYK_HUMAN,True,False,False,,,False,,False,,,,,
P21757,MSRE_HUMAN,True,True,False,,,True,,False,,,,,
P30453,1A34_HUMAN,True,True,False,,,True,,False,,,,,
Q07021,C1QBP_HUMAN,False,True,False,,,False,,False,,,,,
Q9BXT2,CCG6_HUMAN,False,True,False,,,False,,False,,,,,
O75791,GRAP2_HUMAN,False,False,False,,,False,,False,,,,,
Q16552,IL17_HUMAN,False,True,True,,,True,,False,,,,,
Q99572,P2RX7_HUMAN,True,True,False,,,True,,False,,,,,
O75955,FLOT1_HUMAN,False,True,False,,,False,,False,,,,,
P11362,FGFR1_HUMAN,True,True,True,,,True,,False,,,,,
P14555,PA2GA_HUMAN,False,True,True,,,False,,False,,,,,
P09237,MMP7_HUMAN,True,True,True,,,False,,False,,,,,
Q9UQQ2,SH2B3_HUMAN,False,False,False,,,False,,False,,,,,
Q9NPG1,FZD3_HUMAN,True,True,False,,,True,,False,,,,,
P16410,CTLA4_HUMAN,True,True,False,,,True,,False,,,,,
P02778,CXL10_HUMAN,False,True,True,,,True,,False,,,,,
Q86WV1,SKAP1_HUMAN,False,False,False,,,False,,False,,,,,
Q9ULH0,KDIS_HUMAN,False,True,False,,,False,,False,,,,,
Q9BX67,JAM3_HUMAN,True,True,True,,,False,,False,,,,,
P22888,LSHR_HUMAN,True,True,False,,,True,,False,,,,,
P53667,LIMK1_HUMAN,False,False,False,,,False,,False,,,,,
O15240,VGF_HUMAN,False,False,True,,,False,,False,,,,,
P56880,CLD20_HUMAN,False,True,False,,,False,,False,,,,,
O43278,SPIT1_HUMAN,True,True,False,,,False,,False,,,,,
Q8N307,MUC20_HUMAN,False,False,False,,,False,,False,,,,,
P13521,SCG2_HUMAN,False,False,False,,,False,,False,,,,,
Q13510,ASAH1_HUMAN,False,True,False,,,False,,False,,,,,
P08519,APOA_HUMAN,False,False,False,,,False,,False,,,,,
P05187,PPB1_HUMAN,False,True,False,,,False,,False,,,,,
O43739,CYH3_HUMAN,False,False,False,,,False,,False,,,,,
P0C869,PA24B_HUMAN,False,False,False,,,False,,False,,,,,
O60882,MMP20_HUMAN,False,False,True,,,False,,False,,,,,
Q15828,CYTM_HUMAN,False,False,True,,,False,,False,,,,,
O00748,EST2_HUMAN,True,False,False,,,False,,False,,,,,
Q02413,DSG1_HUMAN,True,True,False,,,False,,False,,,,,
O95760,IL33_HUMAN,False,False,True,,,False,,False,,,,,
P55774,CCL18_HUMAN,False,False,True,,,False,,False,,,,,
Q5JTV8,TOIP1_HUMAN,True,True,False,,,False,,False,,,,,
P12814,ACTN1_HUMAN,False,True,False,,,False,,False,,,,,
P18825,ADA2C_HUMAN,True,True,False,,,True,,False,,,,,
P23528,COF1_HUMAN,False,False,False,,,False,,False,,,,,
P09603,CSF1_HUMAN,True,True,True,,,False,,False,,,,,
O76093,FGF18_HUMAN,False,False,True,,,False,,False,,,,,
O43184,ADA12_HUMAN,True,True,True,,,False,,False,,,,,
P36955,PEDF_HUMAN,False,True,True,,,False,,False,,,,,
P07942,LAMB1_HUMAN,False,True,False,,,False,,False,,,,,
P29120,NEC1_HUMAN,False,False,False,,,False,,False,,,,,
P52797,EFNA3_HUMAN,True,True,True,,,False,,False,,,,,
Q86XT9,TM219_HUMAN,True,True,False,,,True,,False,,,,,
Q9UJ42,GP160_HUMAN,True,True,False,,,True,,False,,,,,
P20039,2B1B_HUMAN,True,True,False,,,True,,False,,,,,
P21802,FGFR2_HUMAN,True,True,True,,,True,,False,,,,,
Q8WYL5,SSH1_HUMAN,False,False,False,,,False,,False,,,,,
Q9H2A7,CXL16_HUMAN,True,True,True,,,True,,False,,,,,
Q9BQL6,FERM1_HUMAN,False,False,False,,,False,,False,,,,,
P20292,AL5AP_HUMAN,True,False,False,,,False,,False,,,,,
Q04771,ACVR1_HUMAN,True,True,False,,,True,,False,,,,,
P43686,PRS6B_HUMAN,True,False,False,,,False,,False,,,,,
Q8TD43,TRPM4_HUMAN,False,False,False,,,False,,False,,,,,
Q9NYY1,IL20_HUMAN,False,False,True,,,False,,False,,,,,
P10276,RARA_HUMAN,False,True,False,,,True,,False,,,,,
Q13683,ITA7_HUMAN,True,True,False,,,True,,False,,,,,
Q96J02,ITCH_HUMAN,False,False,False,,,False,,False,,,,,
P00450,CERU_HUMAN,False,True,True,,,False,,False,,,,,
P16471,PRLR_HUMAN,True,True,True,,,True,,False,,,,,
Q31610,1B81_HUMAN,True,True,False,,,True,,False,,,,,
P36871,PGM1_HUMAN,False,False,False,,,False,,False,,,,,
Q9UKL4,CXD2_HUMAN,True,True,False,,,False,,False,,,,,
Q9NRV9,HEBP1_HUMAN,True,True,False,,,False,,False,,,,,
Q14469,HES1_HUMAN,False,False,False,,,False,,False,,,,,
P19838,NFKB1_HUMAN,False,False,True,,,False,,False,,,,,
Q9H8V3,ECT2_HUMAN,False,False,False,,,False,,False,,,,,
P98174,FGD1_HUMAN,False,False,False,,,False,,False,,,,,
Q9NP70,AMBN_HUMAN,False,False,True,,,False,,False,,,,,
Q6ZMJ4,IL34_HUMAN,False,False,True,,,False,,False,,,,,
Q9H2P0,ADNP_HUMAN,False,False,False,,,False,,False,,,,,
Q9UDY2,ZO2_HUMAN,False,False,False,,,False,,False,,,,,
P55089,UCN1_HUMAN,False,False,True,,,False,,False,,,,,
P01009,A1AT_HUMAN,False,True,True,,,False,,False,,,,,
Q9Y691,KCMB2_HUMAN,True,True,False,,,False,,False,,,,,
P16190,1A33_HUMAN,True,True,False,,,True,,False,,,,,
P55283,CADH4_HUMAN,True,True,False,,,False,,False,,,,,
Q96LC7,SIG10_HUMAN,True,True,True,,,False,,False,,,,,
P05186,PPBT_HUMAN,False,True,False,,,False,,False,,,,,
Q15118,PDK1_HUMAN,False,False,False,,,False,,False,,,,,
Q9NS98,SEM3G_HUMAN,False,False,False,,,False,,False,,,,,
P19113,DCHS_HUMAN,False,False,False,,,False,,False,,,,,
P02766,TTHY_HUMAN,False,False,True,,,False,,False,,,,,
Q06141,REG3A_HUMAN,True,False,True,,,False,,False,,,,,
O60760,HPGDS_HUMAN,False,False,False,,,False,,False,,,,,
Q96HF1,SFRP2_HUMAN,False,False,True,,,False,,False,,,,,
P49767,VEGFC_HUMAN,False,True,True,,,False,,False,,,,,
Q13705,AVR2B_HUMAN,True,True,False,,,True,,False,,,,,
P53634,CATC_HUMAN,False,True,True,,,False,,False,,,,,
P36941,TNR3_HUMAN,True,True,False,,,True,,False,,,,,
P16989,YBOX3_HUMAN,False,False,False,,,False,,False,,,,,
Q9BXY4,RSPO3_HUMAN,False,False,True,,,False,,False,,,,,
P29317,EPHA2_HUMAN,True,True,False,,,True,,False,,,,,
P35237,SPB6_HUMAN,False,False,True,,,False,,False,,,,,
O75326,SEM7A_HUMAN,True,True,True,,,True,,False,,,,,
P02655,APOC2_HUMAN,False,False,True,,,False,,False,,,,,
P20916,MAG_HUMAN,True,True,False,,,True,,False,,,,,
Q9UHP7,CLC2D_HUMAN,True,True,False,,,True,,False,,,,,
P24043,LAMA2_HUMAN,False,True,False,,,False,,False,,,,,
Q9Y5Y6,ST14_HUMAN,True,True,False,,,True,,False,,,,,
Q08380,LG3BP_HUMAN,False,True,False,,,False,,False,,,,,
Q13255,GRM1_HUMAN,True,True,False,,,True,,False,,,,,
P21583,SCF_HUMAN,True,True,True,,,False,,False,,,,,
Q93098,WNT8B_HUMAN,False,False,True,,,False,,False,,,,,
P07711,CATL1_HUMAN,False,True,True,,,False,,False,,,,,
P30498,1B78_HUMAN,True,True,False,,,True,,False,,,,,
P01258,CALC_HUMAN,False,False,True,,,False,,False,,,,,
P17693,HLAG_HUMAN,True,True,False,,,True,,False,,,,,
Q96DA0,ZG16B_HUMAN,False,False,False,,,False,,False,,,,,
Q03431,PTH1R_HUMAN,True,True,False,,,True,,False,,,,,
Q6UW88,EPGN_HUMAN,True,True,True,,,False,,False,,,,,
Q8IZP0,ABI1_HUMAN,False,False,False,,,False,,False,,,,,
Q9BZR6,RTN4R_HUMAN,True,True,True,,,True,,False,,,,,
Q15746,MYLK_HUMAN,False,False,False,,,True,,False,,,,,
P07288,KLK3_HUMAN,False,False,True,,,False,,False,,,,,
P10767,FGF6_HUMAN,True,False,True,,,False,,False,,,,,
O00151,PDLI1_HUMAN,False,False,False,,,False,,False,,,,,
P23469,PTPRE_HUMAN,True,True,False,,,True,,False,,,,,
Q63HR2,TNS2_HUMAN,False,False,False,,,False,,False,,,,,
P24001,IL32_HUMAN,True,False,False,,,False,,False,,,,,
O75888,TNF13_HUMAN,True,False,True,,,False,,False,,,,,
Q14185,DOCK1_HUMAN,True,False,False,,,False,,False,,,,,
Q13349,ITAD_HUMAN,True,True,False,,,True,,True,,,,,
P23467,PTPRB_HUMAN,True,True,False,,,True,,False,,,,,
P17676,CEBPB_HUMAN,False,False,False,,,False,,False,,,,,
Q04206,TF65_HUMAN,False,False,False,,,False,,False,,,,,
Q86UP2,KTN1_HUMAN,True,False,False,,,False,,False,,,,,
Q8NFZ8,CADM4_HUMAN,True,True,False,,,False,,False,,,,,
Q86UP6,CUZD1_HUMAN,False,True,False,,,False,,False,,,,,
P09429,HMGB1_HUMAN,False,True,False,,,True,,False,,,,,
Q99571,P2RX4_HUMAN,True,True,False,,,False,,False,,,,,
Q02156,KPCE_HUMAN,False,False,False,,,False,,False,,,,,
Q92990,GLMN_HUMAN,False,False,False,,,False,,False,,,,,
Q15223,NECT1_HUMAN,True,True,True,,,True,,False,,,,,
P07101,TY3H_HUMAN,False,False,False,,,False,,False,,,,,
P04083,ANXA1_HUMAN,False,True,True,,,True,,False,,,,,
Q9H792,PEAK1_HUMAN,False,False,False,,,False,,False,,,,,
Q9HD89,RETN_HUMAN,False,False,True,,,False,,False,,,,,
P20702,ITAX_HUMAN,True,True,False,,,True,,True,,,,,
Q92876,KLK6_HUMAN,False,False,True,,,False,,False,,,,,
P30459,1A74_HUMAN,True,True,False,,,True,,False,,,,,
P20382,MCH_HUMAN,False,False,True,,,False,,False,,,,,
Q5DT21,ISK9_HUMAN,False,False,False,,,False,,False,,,,,
Q9NUP9,LIN7C_HUMAN,False,False,False,,,False,,False,,,,,
Q9UKW4,VAV3_HUMAN,False,False,False,,,False,,False,,,,,
Q96RJ3,TR13C_HUMAN,True,True,False,,,True,,False,,,,,
P15586,GNS_HUMAN,True,True,False,,,False,,False,,,,,
O60235,TM11D_HUMAN,True,True,False,,,False,,False,,,,,
P56705,WNT4_HUMAN,False,True,True,,,True,,False,,,,,
Q92841,DDX17_HUMAN,False,False,True,,,False,,False,,,,,
P17936,IBP3_HUMAN,False,True,True,,,False,,False,,,,,
P17252,KPCA_HUMAN,False,False,False,,,False,,False,,,,,
P10599,THIO_HUMAN,False,False,False,,,False,,False,,,,,
Q9BZM5,ULBP2_HUMAN,True,True,True,,,False,,False,,,,,
P17181,INAR1_HUMAN,True,True,True,,,True,,False,,,,,
P26010,ITB7_HUMAN,True,True,False,,,True,,True,,,,,
P11233,RALA_HUMAN,False,True,False,,,True,,False,,,,,
O00755,WNT7A_HUMAN,True,True,True,,,True,,False,,,,,
P16144,ITB4_HUMAN,True,True,False,,,True,,True,,,,,
P41587,VIPR2_HUMAN,True,True,False,,,True,,False,,,,,
Q9BZS1,FOXP3_HUMAN,False,False,False,,,False,,False,,,,,
P14770,GPIX_HUMAN,True,True,False,,,True,,False,,,,,
P22362,CCL1_HUMAN,True,False,True,,,False,,False,,,,,
O75197,LRP5_HUMAN,True,True,False,,,True,,False,,,,,
P00451,FA8_HUMAN,False,False,False,,,False,,False,,,,,
P42892,ECE1_HUMAN,True,True,False,,,False,,False,,,,,
P53621,COPA_HUMAN,False,False,True,,,False,,False,,,,,
Q8IV45,UN5CL_HUMAN,True,True,False,,,False,,False,,,,,
P27701,CD82_HUMAN,True,True,False,,,True,,False,,,,,
P25929,NPY1R_HUMAN,True,True,False,,,True,,False,,,,,
Q6J9G0,STYK1_HUMAN,True,True,False,,,False,,False,,,,,
Q30134,2B18_HUMAN,True,True,False,,,True,,False,,,,,
P32881,IFNA8_HUMAN,False,False,True,,,False,,False,,,,,
Q96S53,TESK2_HUMAN,False,False,False,,,False,,False,,,,,
P41595,5HT2B_HUMAN,True,True,False,,,True,,False,,,,,
P58400,NRX1B_HUMAN,True,True,False,,,True,,False,,,,,
Q9H4X1,RGCC_HUMAN,False,False,False,,,False,,False,,,,,
P08473,NEP_HUMAN,True,True,False,,,False,,False,,,,,
P16581,LYAM2_HUMAN,True,True,False,,,True,,False,,,,,
